"V1"
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""Options"": [ ' d      allantois                                                    (10 x 2)       (20) ', ' c      amnion ', ' b      chorion ', ' a      placenta ', ],"
"""question"": ""1.1.10       the membrane surrounding the foetus responsible for the removalof urine:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d      steaming up ', ' c      flushing ', ' b      synchronisation ', ' a      superovulation ', ],"
"""question"": ""1.1.9        a process where superior cows are treated with hormones toproduce many more ova during a single oestrus cycle:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d      (ii), (iii) and (iv) ', ' c      (ii), (iv) and (v) ', ' b      (i), (iii) and (iv) ', ' a      (ii), (iii) and (v) ', ],"
"""question"": ""1.1.8        the correct way to handle chickens includes the following:(i)      chase and grab chickens.(ii)     move chickens gently into a tight group.(iii)    grab a chicken by the wings or tail.(iv)     hold the chicken firmly, but not too tight, for it to feel secure.(v)      grab chickens by their feet.choose the correct combination:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d      growth stimulants ', ' c      licks ', ' b      soluble vitamins mixed with water ', ' a      antibiotics ', ],"
"""question"": ""1.1.7        the supplementing of the nutritional element, ..., is represented inthe diagram below."","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d   double cervix ', ' c   impotence ', ' b   cystic ovaries ', ' a   a broken penis ', ],"
"""question"": ""1.1.6        an example of a congenital defect:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d   management. ', ' c   handling. ', ' b   conducive climatic conditions. ', ' a   mothering instincts. ', ],"
"""question"": ""1.1.5        a cow abandons her calf immediately after birth. this condition canbe directly linked to inadequate …"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d   eat less and drink less water. ', ' c   eat more and drink more water. ', ' b   eat more and drink less water. ', ' a   eat less and drink more water. ', ],"
"""question"": ""1.1.4        as the environmental temperature increases above the normalcomfort levels, ruminant animals tend to …"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d   dairy cow in milk ', ' c   dried-off sow ', ' b   bull in the off-season ', ' a   old ewe during the rainy season ', ],"
"""question"": ""1.1.3        the animal with the highest protein requirements:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d   assimilation ', ' c   digestion ', ' b   absorption ', ' a   mastication ', ],"
"""question"": ""1.1.2        the process that involves the transporting of water and nutrientmolecules from the small intestines into the bloodstream:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d   fe ', ' c   na ', ' b   p ', ' a   ca ', ],"
"""question"": ""1.1.1        the chemical symbol for the mineral element responsible for theformation of haemoglobin in the red blood cells:"","
"""paper"": ""agricultural management practices paper 1 15 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""Options"": [ ' voedingsmiddels (r146 van 2010)                    (10 x 2)          (20) ', ' d    regulasies betreffende die etikettering en advertering van ', ' c    wet op landbouprodukstandaarde, 1990 (wet 119 van 1990) ', ' ontsmettingsmiddels, 1972 (wet 54 van 1972) ', ],"
"""question"": ""1.1.10      die wetgewing wat inligting oor bestanddele en voedingswaardesreguleer:a    wet op standaarde, 1962 (wet 33 van 1962)b    wet    op    voedingsmiddels,     skoonheidsmiddels     en"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    te voorkom dat dit bederf. ', ' c    die smaak vir verbruikers te verbeter. ', ' b    die volume te verminder vir makliker vervoer. ', ' a    die gewig te verminder vir makliker vervoer. ', ],"
"""question"": ""1.1.9       die hoofrede vir die verkoeling van landbouprodukte gedurendeverspreiding na verskillende markpunte, is om …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    effektiewe arbeidsbestuur ', ' c    'n gebrek aan vaardighede ', ' b    minder aantreklike werkstoestande ', ' a    politieke stabiliteit ', ],"
"""question"": ""1.1.8       'n groter skaarste aan plaasarbeiders kan die gevolg van … wees."","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    inkomste van die besigheid minus die uitgawes ', ' c    uitgawes van die besigheid minus die inkomste ', ' b    laste van die besigheid minus die bates ', ' a    bates van die besigheid minus die laste ', ],"
"""question"": ""1.1.7       die netto waarde van 'n besigheid word as die totale …gedefinieer."","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    markpryse van produkte ', ' c    die grond se produksiepotensiaal ', ' b    die afstand van die mark af ', ' a    die gemiddelde reënval in die gebied ', ],"
"""question"": ""1.1.6       die kenmerk wat grond 'n sinvolle belegging vir die boer maak:"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    ontwikkel die visie- en missieverklarings. ', ' c    stel doelwitte en doelstellings vir die besigheid. ', ' b    evalueer die plan. ', ' a    definieer die situasie. ', ],"
"""question"": ""1.1.5       die eerste stap in die strategiesebeplanning-proses:"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    laer die prys, hoe meer produkte sal gekoop word. ', ' c    hoër die prys, hoe meer produkte sal gekoop word. ', ' b    laer die prys, hoe meer produkte sal voorsien word. ', ' a    hoër die prys, hoe meer produkte sal voorsien word. ', ],"
"""question"": ""1.1.4       die wet van vraag na produkte sê dat hoe …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    kontoerploegwerk ', ' c    ploegwerk wat tot gronderosie lei ', ' b    onvolhoubare ploegwerk ', ' a    die vorming van kontoerwalle ', ],"
"""question"": ""1.1.3       om teen die helling te ploeg eerder as saam met die helling, word… genoem."","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    gemengde verbouing ', ' c    tuinboukunde ', ' b    wisselbou ', ' a    monokultuur ', ],"
"""question"": ""1.1.2       wanneer verskillende tipes gewasse een na die ander op dieselfdeland geplant word:"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    helling ', ' c    tekstuur ', ' b    vrugbaarheid ', ' a    degradasie ', ],"
"""question"": ""1.1.1       die intensiteit van reënval sal hoofsaaklik 'n invloed opgrond-… hê."","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""Options"": [ ' foodstuffs (r146 of 2010)                             (10 x 2)       (20) ', ' d     regulations relating to the labelling and advertising of ', ' c     agricultural product standards act, 1990 (act 119 of 1990) ', ' of 1972) ', ],"
"""question"": ""1.1.10      the legislation that regulates information on ingredients andnutritional values:a     standards act, 1962 (act 33 of 1962)b     foodstuffs, cosmetics and disinfectants act, 1972 (act 54"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     prevent it from perishing. ', ' c     improve its taste for consumers. ', ' b     reduce its volume for easier transport. ', ' a     reduce its weight for easier transport. ', ],"
"""question"": ""1.1.9       the main reason for the cooling of agricultural products duringdistribution to various market outlets, is to …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     effective labour management. ', ' c     a lack of skills. ', ' b     less attractive working conditions. ', ' a     political stability. ', ],"
"""question"": ""1.1.8       an increased scarcity of farm labourers may be the result of …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     income of the business minus the expenditure. ', ' c     expenditure of the business minus the income. ', ' b     liabilities of the business minus the assets. ', ' a     assets of the business minus the liabilities. ', ],"
"""question"": ""1.1.7       the net worth of a business is defined as the total …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     market prices of produce ', ' c     the land's production potential ', ' b     the distance from the market ', ' a     the average rainfall in the area ', ],"
"""question"": ""1.1.6       the characteristic that makes land a sound investment forthe farmer:"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     develop the vision and mission statements. ', ' c     set goals and objectives for the business. ', ' b     evaluate the plan. ', ' a     define the situation. ', ],"
"""question"": ""1.1.5       the first step in the strategic planning process:"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     lower the price, the more products will be bought. ', ' c     higher the price, the more products will be bought. ', ' b     lower the price, the more products will be supplied. ', ' a     higher the price, the more products will be supplied. ', ],"
"""question"": ""1.1.4       the law of demand for products states that the …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     contour ploughing. ', ' c     ploughing that leads to soil erosion. ', ' b     unsustainable ploughing. ', ' a     forming contour banks. ', ],"
"""question"": ""1.1.3       ploughing across the slope rather than along the slope is called …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     mixed cropping ', ' c     horticulture ', ' b     crop rotation ', ' a     monoculture ', ],"
"""question"": ""1.1.2       the planting of different types of crops one after the other in thesame field:"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     slope. ', ' c     texture. ', ' b     fertility. ', ' a     degradation. ', ],"
"""question"": ""1.1.1       the intensity of rainfall will primarily have an influence on soil …"","
"""paper"": ""agricultural management practices paper 1 15 Nov"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""Options"": [ ' d        prosessering                                         (10 x 2)       (20) ', ' c        'n bemarkingsketting ', ' b        preservering ', ' a        verspreiding ', ],"
"""question"": ""1.1.10      die aksies wat die veranderinge aan primêre landbouprodukte by'n industriële aanleg beskryf:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d        vervangingsdiere te koop. ', ' c        'n nuwe prosesseringsaanleg te bou. ', ' b        voer vir diere te koop. ', ' a        die elektrisiteitsrekening te betaal. ', ],"
"""question"": ""1.1.9       'n moontlike rede vir die gebruik van langtermynkrediet is om ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d       (i) en (iv) ', ' c       (i), (ii) en (iii) ', ' b       (ii) en (iii) ', ' a       (i) en (ii) ', ],"
"""question"": ""1.1.8       effektiewe meganisering in boerdery is 'n oplossing vir die ...(i)      gebrek aan onderrig onder plaaswerkers.(ii)     koste van opleiding vir plaaswerkers.(iii)    groeiende tekort aan plaaswerkers.(iv)     produksie van beter produkte.kies die korrekte kombinasie uit die bostaande."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d        verkope aan 'n staatsagent ', ' c        handelskoue en uitstallings ', ' b        direkte posbemarking ', ' a        advertensies ', ],"
"""question"": ""1.1.7       een van die volgende is nie 'n metode wat gebruik word om 'nlandbouproduk te bevorder nie:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d        (ii), (iii) en (iv) ', ' c        (i), (ii) en (iii) ', ' b        (i), (ii) en (iv) ', ' a        (i), (iii) en (iv) ', ],"
"""question"": ""1.1.6       watter van die volgende is komponente van die vraagketting?(i)       mark(ii)      verspreiding(iii)     verkope(iv)      dienstekies die korrekte kombinasie uit die bostaande."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' c    begrotingstaat. ', ' b    daaglikse kontantvloei. ', ' 1.1.5       die inkomstestaat van 'n besigheid kan uit die ... opgestel word. ', ' d    markewewig ', ],"
"""question"": ""1.1.4       die hoeveelheid van 'n produk wat teen verskillende prysebeskikbaar is vir verbruikers om te koop:a    aanbodb    vraagc    markelastisiteit"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    'n paar alkoholiese drankies te gee. ', ' c    langer etenstye te gee. ', ' b    erkenning vir goeie, produktiewe werk te gee. ', ' a    werksure te verkort. ', ],"
"""question"": ""1.1.3       een van die beste maniere om 'n arbeider te motiveer omproduktiwiteit op die plaas te verhoog, is om ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    landbouprodukstandaarde. ', ' c    etiketwetgewing. ', ' b    standaardiseringswetgewing. ', ' a    bemarkingswetgewing. ', ],"
"""question"": ""1.1.2       die gebruik van 'n handelsmerk, produkbeskrywing en 'n diagramwat die inhoud voorstel, is deel van ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    vierkampstelsel ', ' c    driekampstelsel ', ' b    tweekampstelsel ', ' a    eenkampstelsel ', ],"
"""question"": ""1.1.1       die beste kampstelsel vir volhoubare weiding in suurveld:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""Options"": [ ' d        processing                                              (10 x 2)       (20) ', ' c        a marketing chain ', ' b        preservation ', ' a        distribution ', ],"
"""question"": ""1.1.10      the actions that describes the changes to primary agriculturalproducts at an industrial plant:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d        buy replacement animals. ', ' c        build a new processing plant. ', ' b        buy animal feeds. ', ' a        pay the electricity bill. ', ],"
"""question"": ""1.1.9       a possible reason for using long-term credit is to ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d       (i) and (iv) ', ' c       (i), (ii) and (iii) ', ' b       (ii) and (iii) ', ' a       (i) and (ii) ', ],"
"""question"": ""1.1.8       effective mechanisation in farming is a solution for the ...(i)      lack of education amongst farm workers.(ii)     cost of training for farm workers.(iii)    increasing shortage of farm workers.(iv)     production of better products.choose the correct combination from above."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d        selling to a state agent ', ' c        trade fairs and exhibitions ', ' b        direct mail marketing ', ' a        advertising ', ],"
"""question"": ""1.1.7       one of the following is not a method used to promote anagricultural product:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d        (ii), (iii) and (iv) ', ' c        (i), (ii) and (iii) ', ' b        (i), (ii) and (iv) ', ' a        (i), (iii) and (iv) ', ],"
"""question"": ""1.1.6       which of the following are components of the demand chain?(i)       market(ii)      distribution(iii)     sales(iv)      serviceschoose the correct combination from above."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     annual balance sheet. ', ' c     budget sheet. ', ' b     daily cash flow. ', ' a     daily balance sheet. ', ],"
"""question"": ""1.1.5       the income statement of an enterprise can be derived from the ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     market equilibrium ', ' c     market elasticity ', ' b     demand ', ' a     supply ', ],"
"""question"": ""1.1.4       the quantity of a product available for purchase by consumers atdifferent prices:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     give some alcoholic beverages. ', ' c     give longer lunch breaks. ', ' b     acknowledge good, productive work. ', ' a     shorten working hours. ', ],"
"""question"": ""1.1.3       one of the best ways to motivate a labourer to increaseproductivity on the farm is to ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     agricultural product standards. ', ' c     labelling legislation. ', ' b     standardisation legislation. ', ' a     marketing legislation. ', ],"
"""question"": ""1.1.2       the use of a trademark, product description and a diagram thatrepresents the content is part of ..."","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d     four-camp system ', ' c     three-camp system ', ' b     two-camp system ', ' a     one-camp system ', ],"
"""question"": ""1.1.1       the best camp system for sustainable grazing in sour veld:"","
"""paper"": ""agricultural management practices paper 1 16 Feb"","
"""language"": ""english"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""Options"": [ ' d    in die volgorde van verteerbaarheid                        (10 x 2)       (20) ', ' c    in die volgorde van die voedingswaarde ', ' b    in die volgorde van die persentasie verteenwoordig ', ' a    alfabeties ', ],"
"""question"": ""1.1.10      die bestanddele op die etiket van 'n verwerke landbouproduk word… gegee."","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    regerings- ', ' c    beheerde ', ' b    koöperatiewe ', ' a    vrye ', ],"
"""question"": ""1.1.9       landbouprodukte     word       in   suid-afrika       volgens   ŉ     …bemarkingstelsel bemark."","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    dokumente kan in die 'wolk' ('cloud') gestoor word. ', ' c    dit is maklik om te skuif. ', ' versoenbaar nie. ', ' b    programme is nie noodwendig met nuwe bedryfstelsels ', ],"
"""question"": ""1.1.8       'n nadeel van die gebruik van elektroniese toestelle, soosrekenaars en tablette, vir rekordhouding:a    inligting word te vinnig vir die verbruiker herwin."","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    die likiditeit van die plaas te bepaal. ', ' c    inskrywings in die inkomstestaat te verifieer. ', ' b    uitgawes te bepaal. ', ' a    inkomste te bepaal. ', ],"
"""question"": ""1.1.6       een voordeel van presisieboerdery:a    hoër voedselpryseb    hoër insetprysec    laer inkomste vir die boerd    volhoubare omgewingstoestande"","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    land van oorsprong ', ' c    handelsmerk ('brand') ', ' b    prys ', ' a    waarde vir geld ', ],"
"""question"": ""1.1.5       tydens die besluitnemingsproses oor die verkryging van nuwetoerusting is dit belangrik om die … van die toerusting te evalueer."","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    gebruik doeltreffende tegnologie en meganisering ', ' c    versterk die arbeidsmag ', ' b    laat onkruid toe om onbeheersd te groei ', ' a    pas droëland-gewasproduksie toe ', ],"
"""question"": ""1.1.4       een manier om grondproduktiwiteit vir gewasverbouing teverhoog:"","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
"""Options"": [ ' d    laat die verbruiker die produk aanvra ', ' c    betaal eerste die kontrakteur ', ' b    verhoog die kwaliteit van die produk ', ' a    wag vir beter pryse voordat die produk verkoop word ', ],"
"""question"": ""1.1.3       'n rede waarom 'n boer geoeste produkte 'n ruk lank stoor:"","
"""paper"": ""agricultural management practices paper 1 16 Nov"","
"""language"": ""afrikaans"","
"""subject"": ""agricultural management practices"","
"""grade"": ""Grade 12"","
